title,score,developer,publisher,rom_name,size,running_total
Pro Evolution Soccer 2008,8.2,Konami,Konami,"Pro Evolution Soccer 2 (Europe) (En,Fr,De,Es,It).iso",2.1 GiB,1.1 TiB
Pro Race Driver,8.2,Codemasters,Codemasters,Pro Race Driver (USA).iso,3.3 GiB,1.1 TiB
Resident Evil Outbreak File #2,8.2,Capcom,Capcom,Resident Evil - Outbreak - File 2 (USA).iso,4.4 GiB,1.1 TiB
Rock Band,8.2,Harmonix Music Systems,MTV Games,Rock Band (USA).iso,7.6 GiB,1.1 TiB
Rogue Trooper,8.2,Rebellion,Eidos Interactive,Rogue Trooper (USA).iso,1.9 GiB,1.1 TiB
Romancing SaGa,8.2,Square Enix,Square Enix,Romancing SaGa (USA).iso,4.2 GiB,1.1 TiB
Sega Genesis Collection,8.2,Digital Eclipse,Sega,Sega Genesis Collection (USA).iso,3.7 GiB,1.1 TiB
Shadow of Destiny,8.2,KCET,Konami,Shadow of Destiny (USA).iso,4.0 GiB,1.1 TiB
Shin Megami Tensei: Digital Devil Saga 2,8.2,Atlus,Atlus,Shin Megami Tensei - Digital Devil Saga 2 (USA).iso,4.4 GiB,1.1 TiB
Shin Megami Tensei: Nocturne,8.2,Atlus,Atlus,Shin Megami Tensei - Nocturne (USA).iso,4.0 GiB,1.1 TiB
Siren,8.2,SCE Japan Studio,SCEA,Siren (USA).iso,4.3 GiB,1.1 TiB
Summoner 2,8.2,Volition Inc.,THQ,Summoner 2 (USA).iso,2.9 GiB,1.1 TiB
The Hobbit: The Prelude to the Lord of the Rings,8.2,Inevitable Entertainment,Sierra Entertainment,"Hobbit, The - The Prelude to the Lord of the Rings (USA).iso",2.1 GiB,1.1 TiB
The Lord of the Rings: The Two Towers,8.2,Stormfront Studios,EA Games,"Lord of the Rings, The - The Two Towers (USA).iso",3.8 GiB,1.1 TiB
The Suffering,8.2,Surreal Software,Midway,"Suffering, The (USA).iso",3.3 GiB,1.2 TiB
The Urbz: Sims in the City,8.2,Maxis,EA Games,"Urbz, The - Sims in the City (USA).iso",4.2 GiB,1.2 TiB
Theme Park Roller Coaster,8.2,Bullfrog Productions,Electronic Arts,Theme Park Roller Coaster (USA).bin,571.5 MiB,1.2 TiB
